playerID,useFirst,firstName,middleName,lastName,nameGiven,fullGivenName,nameSuffix,nameNick,pos,firstseason,lastseason,height,weight,college,collegeOther,birthDate,birthCity,birthState,birthCountry,highSchool,hsCity,hsState,hsCountry,deathDate,race
blackal01,Alex,Robert,Alexander,Blackwell,NULL,NULL,NULL,Alex,F,0,0,78,250,"Monmouth College",NULL,1970-06-27,"Toms River",NJ,USA,"North / Oak Hill Academy","Toms River / Mouth of Wilson","NJ / VA",USA,0000-00-00,B
blackch01,Charlie,Charles,Bradford,Black,NULL,NULL,Jr.,"Charlie, Hawk",F-C,0,0,76,195,Kansas,NULL,1921-06-15,Arco,ID,USA,"Highland Park",Topeka,KS,USA,1992-12-22,W
blackco01,Cory,Cory,NULL,Blackwell,NULL,NULL,NULL,NULL,F,0,0,78,210,Wisconsin,NULL,1963-03-27,Chicago,IL,USA,"Crane Tech",Chicago,IL,USA,0000-00-00,B
blackge01,NULL,Thermon,Talmadge,Blacklidge,NULL,NULL,NULL,Blackie,F,0,0,75,185,"Delta State","Jones JC",1920-03-19,Moselle,MS,USA,Rainey,Rainey,MS,USA,1972-07-06,W
blackja01,James,James,NULL,Blackwell,NULL,NULL,NULL,NULL,G,0,0,72,190,Dartmouth,NULL,1968-02-25,"Mount Kisco",NY,USA,"Fox Lane / Deerfield Academy","Bedford / Deerfield","NY / MA",USA,0000-00-00,B
blackna01,Nate,Nathaniel,NULL,Blackwell,NULL,NULL,NULL,Nate,G,0,0,76,170,Temple,NULL,1965-02-15,Philadelphia,PA,USA,"South Philadelphia",Philadelphia,PA,USA,0000-00-00,B
blackno01,Norman,Norman,Augustus,Black,NULL,NULL,NULL,NULL,G,0,0,77,185,"St. Joseph's (PA)",NULL,1957-11-12,Baltimore,MD,USA,"Cardinal Gibbons",Baltimore,MD,USA,0000-00-00,B
blackro01,Rolando,Rolando,Antonio,Blackman,NULL,NULL,NULL,Ro,G,0,0,78,190,"Kansas State",NULL,1959-02-26,"Panama City",NULL,PAN,"William E. Grady Vocational",Brooklyn,NY,USA,0000-00-00,B
blackto01,Tom,Thomas,Donald,Black,NULL,NULL,NULL,Tom,C,0,0,82,220,"South Dakota State",Wisconsin,1941-07-09,LaCrosse,WI,USA,"West Salem","West Salem",WI,USA,0000-00-00,W
blairbi01,Bill,Bill,NULL,Blair,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0000-00-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00,NULL
blairde01,DeJuan,DeJuan,Lamont,Blair,NULL,NULL,NULL,NULL,F,0,0,79,265,Pittsburgh,NULL,1989-04-22,Pittsburgh,PA,USA,Schenley,Pittsburgh,PA,USA,0000-00-00,B
blakebi01,Bill,Bill,NULL,Blakely,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0000-00-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00,NULL
blakest01,Steve,Steven,Hanson,Blake,NULL,NULL,NULL,Steve,G,0,0,75,172,Maryland,NULL,1980-02-26,Hollywood,FL,USA,"Killian / Miami Senior / Oak Hill Academy","Miami / Miami / Mouth of Wilson","FL / FL / VA",USA,0000-00-00,W
blalowi01,Will,William,Anthony,Blalock,NULL,NULL,NULL,Will,G,0,0,72,205,"Iowa State",NULL,1983-09-08,Boston,MA,USA,"East Boston / Notre Dame Prep","Boston / Fitchburg","MA / MA",USA,0000-00-00,B
blanege01,George,George,R.,Blaney,NULL,NULL,NULL,NULL,G,0,0,73,175,"Holy Cross",NULL,1939-11-12,"Jersey City",NJ,USA,"St. Peter's Prep","Jersey City",NJ,USA,0000-00-00,W
blankla01,Lance,Lance,NULL,Blanks,NULL,NULL,NULL,NULL,G,0,0,76,190,Texas,Virginia,1966-09-09,"Del Rio",TX,USA,McCullough,"The Woodlands",TX,USA,0000-00-00,B
blantri01,Ricky,Ricky,Wayne,Blanton,NULL,NULL,NULL,NULL,F,0,0,79,215,"Louisiana State",NULL,1966-04-21,Miami,FL,USA,Killian,Miami,FL,USA,0000-00-00,W
blatcan01,Andray,Andray,NULL,Blatche,NULL,NULL,NULL,NULL,F,0,0,83,235,none,NULL,1986-08-22,Syracuse,NY,USA,"South Kent Prep / Henninger","South Kent / Syracuse","CT / NY",USA,0000-00-00,B
blaylmo01,Mookie,Daron,Oshay,Blaylock,NULL,NULL,NULL,Mookie,G,0,0,72,180,Oklahoma,"Midland (TX) JC",1967-03-20,Garland,TX,USA,Garland,Garland,TX,USA,0000-00-00,B
bledser01,Eric,Eric,NULL,Bledsoe,NULL,NULL,NULL,NULL,G,0,0,73,195,Kentucky,NULL,1989-12-09,Birmingham,AL,USA,Parker,Birmingham,AL,USA,0000-00-00,B
blevile01,Leon,Leon,Gravette,Blevins,NULL,NULL,NULL,NULL,G,0,0,74,160,Arizona,"Phoenix JC",1926-06-25,NULL,NULL,NULL,Union,Phoenix,AZ,USA,0000-00-00,W
blitmha01,Harold,Harold,NULL,Blitman,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0000-00-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00,NULL
blockjo01,John,John,William,Block,NULL,NULL,Jr.,NULL,F-C,0,0,81,207,USC,NULL,1944-04-16,"Los Angeles",CA,USA,Glendale,Glendale,CA,USA,0000-00-00,W
bloedch01,NULL,Charles,E.,Bloedorn,NULL,NULL,NULL,Chuck,G,0,0,72,180,"Bowling Green",Baldwin-Wallace,1912-05-28,NULL,NC,USA,"Scherz / Lewis Institute",Chicago,IL,USA,1998-05-20,W
bloomke01,NULL,C.,Keith,Bloom,NULL,NULL,NULL,Keith,F-G,0,0,75,185,Wyoming,NULL,0000-00-00,NULL,NULL,NULL,Powell,Powell,WY,USA,0000-00-00,W
bloommi01,Mike,Meyer,NULL,Bloom,NULL,NULL,NULL,Mike,F-C,0,0,78,190,Temple,NULL,1915-01-14,"New York",NY,USA,Trenton,Trenton,NJ,USA,1993-06-05,W
blounco01,Corie,Corie,Kasoun,Blount,NULL,NULL,NULL,NULL,F,0,0,81,240,Cincinnati,"Rancho Santiago CC",1969-01-04,Monrovia,CA,USA,Monrovia,Monrovia,CA,USA,0000-00-00,B
blounma01,Mark,Mark,D.,Blount,NULL,NULL,NULL,NULL,C,0,0,84,230,Pittsburgh,NULL,1975-11-30,"Dobbs Ferry",NY,USA,"Oak Hill Academy / Sacred Heart / Dobbs Ferry","Mouth of Wilson / Yonkers / Dobbs Ferry","VA / NY / NY",USA,0000-00-00,B
bluebo01,NULL,Bob,NULL,Blue,NULL,NULL,NULL,"Bobby (Bobby Odom in h.s.)",G,0,0,71,170,Pepperdine,"Los Angeles CC",0000-00-00,NULL,NULL,NULL,Jordan,"Los Angeles",CA,USA,0000-00-00,B
blumera01,Ray,Bernard,Ray,Blume,NULL,NULL,NULL,Ray,G,0,0,76,185,"Oregon State",NULL,1958-09-23,Valdosta,GA,USA,Parkrose,Portland,OR,USA,0000-00-00,B
blyesy01,NULL,Sylvester,NULL,Blye,NULL,NULL,NULL,Sy,F,0,0,77,235,Seattle,"Coalinga JC",1938-02-14,NULL,NULL,NULL,"Benjamin Franklin","New York",NY,USA,0000-00-00,B
bobbito01,Tony,Tony,Rachaun,Bobbitt,NULL,NULL,NULL,NULL,G,0,0,76,190,Cincinnati,"Southern Idaho",1979-10-22,Daytona,FL,USA,Mainland,"Daytona Beach",FL,USA,0000-00-00,B
bobbne01,Nelson,Nelson,S.,Bobb,NULL,NULL,NULL,Nitzy,G,0,0,72,170,Temple,NULL,1924-02-25,Philadelphia,PA,USA,"West Philadelphia",Philadelphia,PA,USA,2003-12-08,W
bockhbu01,Bucky,Arlen,Dale,Bockhorn,NULL,NULL,NULL,Bucky,G,0,0,76,200,Dayton,NULL,1933-07-08,"Campbell Hill",IL,USA,"Trico Consolidated","Campbell Hill",IL,USA,0000-00-00,W
boehlbr01,NULL,Bruce,NULL,Boehler,NULL,NULL,NULL,NULL,G,0,0,71,195,Akron,Kentucky,1917-07-08,Lorain,OH,USA,Lorain,Lorain,OH,USA,0000-00-00,W
boerwto01,Tom,Thomas,F.,Boerwinkle,NULL,NULL,NULL,"Tom, The Bull",C,0,0,84,265,Tennessee,NULL,1945-08-23,Cleveland,OH,USA,"Millensburg Military Academy",Cleveland,OH,USA,0000-00-00,W
boganke01,Keith,Keith,Ramon,Bogans,NULL,NULL,NULL,NULL,G,0,0,77,215,Kentucky,NULL,1980-05-12,Washington,DC,USA,"DeMatha Catholic",Hyattsville,MD,USA,0000-00-00,B
bogdaed01,NULL,Ed,NULL,Bogdanski,NULL,NULL,NULL,NULL,F,0,0,76,220,DePaul,"Loyola (IL)",0000-00-00,NULL,NULL,NULL,Wells,Chicago,IL,USA,0000-00-00,W
boguemu01,Muggsy,Tyrone,Curtis,Bogues,NULL,NULL,NULL,Muggsy,G,0,0,63,136,"Wake Forest",NULL,1965-01-09,Baltimore,MD,USA,"Dunbar / Southern",Baltimore,MD,USA,0000-00-00,B
bogutan01,Andrew,Andrew,Michael,Bogut,NULL,NULL,NULL,NULL,C,0,0,84,245,Utah,NULL,1984-11-28,Melbourne,NULL,AUS,"Australian Institute of Sport",Melbourne,NULL,AUS,0000-00-00,W
bohanet01,Etdrick,Etdrick,NULL,Bohannon,NULL,NULL,NULL,Batman,F,0,0,81,220,Auburn-Montgomery,"Arizona / Tennessee",1973-05-29,"San Bernardino",CA,USA,"Maine Central Institute / San Bernardino","Pittsfield / San Bernardino","ME / CA",USA,0000-00-00,B
bolgebi01,Bill,William,J.,Bolger,NULL,NULL,NULL,Bill,F,0,0,77,205,Georgetown,NULL,1931-08-21,NULL,NULL,NULL,Xavier,"New York",NY,USA,2009-10-08,W
bolma01,Manute,Manute,NULL,Bol,NULL,NULL,NULL,NULL,C,0,0,90,200,Bridgeport,NULL,1962-10-16,Gogrial,NULL,SUD,"Case Western Reserve English Language",Cleveland,OH,USA,2010-06-19,B
bolstdo01,Doug,F.,Douglas,Bolstorff,NULL,NULL,NULL,Doug,G,0,0,76,195,Minnesota,NULL,1931-10-29,NULL,NULL,NULL,"Grand Rapids","Grand Rapids",MN,USA,0000-00-00,W
bolyabo01,NULL,Robert,W.,Bolyard,NULL,NULL,NULL,Bob,G-F,0,0,72,182,Toledo,NULL,1920-12-04,NULL,NULL,NULL,"South Side","Fort Wayne",IN,USA,2009-05-21,W
bolyabu01,NULL,Marvin,Dent,Bolyard,NULL,NULL,NULL,Bucky,G,0,0,71,185,"West Virginia",NULL,1937-08-20,NULL,NULL,NULL,Aurora,Aurora,WV,USA,2001-09-30,W
bondph01,Phil,Phillip,Damone,Bond,NULL,NULL,NULL,Phil,G,0,0,74,175,Louisville,NULL,1954-07-27,Louisville,KY,USA,Manual,Louisville,KY,USA,0000-00-00,B
bondwa01,Walter,Walter,NULL,Bond,NULL,NULL,NULL,NULL,G,0,0,77,200,Minnesota,NULL,1969-02-01,Chicago,IL,USA,Collins,Chicago,IL,USA,0000-00-00,B
boneyde01,Dexter,Dexter,Lyndell,Boney,NULL,NULL,NULL,NULL,G,0,0,76,185,UNLV,"Hagerstown JC",1970-04-27,Wilmington,DE,USA,Brandywine,Wilmington,DE,USA,0000-00-00,B
bonharo01,Ron,Ronald,D.,Bonham,NULL,NULL,NULL,"Ron, Muncie Mortar",F,0,0,76.5,192,Cincinnati,NULL,1942-05-31,Muncie,IN,USA,"Muncie Central",Muncie,IN,USA,0000-00-00,W
bonnean01,Anthony,Anthony,NULL,Bonner,NULL,NULL,NULL,A.B.,F,0,0,80,215,"St. Louis",NULL,1968-06-08,"St. Louis",MO,USA,Vashon,"St. Louis",MO,USA,0000-00-00,B
bonnema01,Matt,Matthew,Robert,Bonner,NULL,NULL,NULL,Matt,F,0,0,82,240,"Florida  ",NULL,1980-04-05,Concord,NH,USA,Concord,Concord,NH,USA,0000-00-00,W
bonnhe01,NULL,Herbert,NULL,Bonn,NULL,NULL,NULL,"Herb, Babe",F,0,0,72,195,Duquesne,NULL,0000-00-00,NULL,NULL,NULL,Aliquippa,Aliquippa,PA,USA,0000-00-00,W
bonnial01,NULL,Alfred,E.,Bonniwell,NULL,NULL,NULL,Al,G-F,0,0,74,185,Dartmouth,NULL,1911-10-06,"(ht) Philadelphia",PA,USA,"Lower Merion / West Catholic","Ardmore / Philadelphia",PA,USA,2002-03-08,W
bonsage01,George,George,H.,"Bon Salle",NULL,NULL,NULL,NULL,F,0,0,80,220,Illinois,NULL,1935-07-01,Chicago,IL,USA,"Loyola Academy",Chicago,IL,USA,0000-00-00,W
bookebu01,Butch,Harold,NULL,Booker,NULL,NULL,NULL,"Hal, Butch",C,0,0,82,230,"Cheyney State",NULL,1945-07-20,NULL,NULL,NULL,Colwyn,Darby,PA,USA,0000-00-00,B
bookeme01,Melvin,Melvin,Jermaine,Booker,NULL,NULL,NULL,NULL,G,0,0,73,185,Missouri,NULL,1972-08-20,Pascagoula,MS,USA,"Moss Point","Moss Point",MS,USA,0000-00-00,B
booketr01,Trevor,Trevor,Fitzgerald,Booker,NULL,NULL,NULL,NULL,F,0,0,80,240,Clemson,NULL,1987-11-25,Newberry,SC,USA,"Union County",Union,SC,USA,0000-00-00,B
boonejo01,Josh,Oscar,Joshua,Boone,NULL,NULL,NULL,Josh,F-C,0,0,82,237,Connecticut,NULL,1984-11-21,"Mount Airy",MD,USA,"West Nottingham Academy",Colora,MD,USA,0000-00-00,B
boonero01,Ron,Ronald,Bruce,Boone,NULL,NULL,NULL,NULL,G-F,0,0,74,200,"Idaho State","Iowa Western CC",1946-09-06,"Oklahoma City",OK,USA,"Omaha Tech",Omaha,NE,USA,0000-00-00,B
boothca01,Calvin,Calvin,Lawrence,Booth,NULL,NULL,NULL,NULL,C,0,0,83,230,"Penn State",NULL,1976-05-07,Reynoldsburg,OH,USA,"Groveport Madison",Reynoldsburg,OH,USA,0000-00-00,B
boothke01,Keith,Keith,Eugene,Booth,NULL,NULL,NULL,NULL,F,0,0,77,226,Maryland,NULL,1974-10-09,Baltimore,MD,USA,Dunbar,Baltimore,MD,USA,0000-00-00,B
boozebo01,Bob,Robert,Lewis,Boozer,NULL,NULL,NULL,"Bob, Bullet Bob, Big Bob, Coot",F,0,0,80,215,"Kansas State",NULL,1937-04-26,Omaha,NE,USA,"Omaha Tech",Omaha,NE,USA,2012-05-19,B
boozeca01,Carlos,Carlos,Austin,Boozer,NULL,NULL,Jr.,NULL,F-C,0,0,80,258,Duke,NULL,1981-11-20,Aschaffenburg,NULL,GER,Juneau-Douglas,Juneau,AK,USA,0000-00-00,B
borchcu01,Curtis,Curtis,Alan,Borchardt,NULL,NULL,NULL,NULL,C,0,0,84,240,Stanford,NULL,1980-09-13,Buffalo,NY,USA,Eastlake,Redmond,WA,USA,0000-00-00,W
boris01,NULL,NULL,NULL,Boris,NULL,NULL,NULL,NULL,F,0,0,0,0,NULL,NULL,0000-00-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00,W
bornhja01,Jake,Jacob,NULL,Bornheimer,NULL,NULL,NULL,Jake,F-C,0,0,77,200,Muhlenberg,NULL,1927-06-29,"New Brunswick",NJ,USA,"St. Peter's  ","New Brunswick",NJ,USA,1986-09-10,W
borrela01,Lazaro,Lazaro,Manuel,"Borrell Hernandez",NULL,NULL,NULL,NULL,F,0,0,80,220,none,NULL,1972-09-20,Havana,NULL,CUB,NULL,NULL,NULL,NULL,0000-00-00,B
borresl01,NULL,Wallace,B.,Borrevik,NULL,NULL,NULL,"Wally, Slats",C-F,0,0,79,205,Oregon,NULL,1921-11-14,NULL,NULL,NULL,Redsport,Redsport,OR,USA,1988-12-09,W
borsaik01,Ike,Costic,F.,Borsavage,NULL,NULL,NULL,Ike,C-F,0,0,80,220,Temple,NULL,1924-07-25,"(ht) Plymouth",PA,USA,NULL,NULL,NULL,NULL,0000-00-00,W
borylvi01,Vince,Vincent,Joseph,Boryla,NULL,NULL,NULL,"Vince, Moose",F,0,0,76.5,210,Denver,"Notre Dame/Navy",1927-03-11,"East Chicago",IN,USA,Washington,"East Chicago",IN,USA,0000-00-00,W
bosakjo01,NULL,John,NULL,Bosak,NULL,NULL,NULL,NULL,G,0,0,75,185,none,NULL,0000-00-00,NULL,NULL,NULL,Farrell,Farrell,PA,USA,0000-00-00,W
boshch01,Chris,Christopher,Wesson,Bosh,NULL,NULL,NULL,Chris,F,0,0,82,210,"Georgia Tech",NULL,1984-03-02,Dallas,TX,USA,Lincoln,Dallas,TX,USA,0000-00-00,B
bostiji01,Jim,James,NULL,Bostic,NULL,NULL,NULL,Jim,F,0,0,79,225,"New Mexico State",NULL,1953-01-28,Brooklyn,NY,USA,Gorton,Yonkers,NY,USA,0000-00-00,B
bostola01,Larry,Lawrence,D.,Boston,NULL,NULL,Jr.,Larry,F,0,0,80,225,Maryland,Vincennes,1956-05-18,Cleveland,OH,USA,"J.F. Kennedy",Cleveland,OH,USA,0000-00-00,B
bosweso01,NULL,Wyatt,NULL,Boswell,NULL,NULL,NULL,Sonny,G,0,0,73,180,none,NULL,0000-00-00,Greenville,MS,USA,Scott,Toledo,OH,USA,1964-10-19,B
bosweto01,Tom,Tommy,G.,Boswell,NULL,NULL,NULL,Tom,F-C,0,0,79,220,"South Carolina","South Carolina State",1953-10-02,Montgomery,AL,USA,Carver,Montgomery,AL,USA,0000-00-00,B
boudrlo01,NULL,Louis,NULL,Boudreau,NULL,NULL,Jr.,Lou,G-F,0,0,71,170,Illinois,NULL,1917-07-17,Harvey,IL,USA,Thornton,Harvey,IL,USA,2001-08-10,W
boumtru01,Ruben,Ruben,Bertrand,Boumtje-Boumtje,NULL,NULL,NULL,NULL,C,0,0,84,245,Georgetown,NULL,1978-05-20,Edda,NULL,CMR,"Archbishop Carroll",Washington,DC,USA,0000-00-00,B
bovendo01,Don,Donald,E.,Boven,NULL,NULL,NULL,Don,F-G-C,0,0,76,210,"Western Michigan",NULL,1925-03-06,Kalamazoo,MI,USA,"Kalamazoo Central",Kalamazoo,MI,USA,2011-03-10,W
bowdlca01,Cal,James,Calloway,Bowdler,NULL,NULL,II,Cal,F,0,0,82,245,"Old Dominion",NULL,1977-03-31,Sharps,VA,USA,Rappahannock,Warsaw,VA,USA,0000-00-00,W
bowenbr01,Bruce,Bruce,NULL,Bowen,NULL,NULL,Jr.,NULL,F-G,0,0,79,185,"Cal. State-Fullerton",NULL,1971-06-14,Merced,CA,USA,Edison,Fresno,CA,USA,0000-00-00,B
bowenry01,Ryan,Ryan,Cleo,Bowen,NULL,NULL,NULL,NULL,F,0,0,79,213,Iowa,NULL,1975-11-20,"Fort Madison",IA,USA,"Fort Madison","Fort Madison",IA,USA,0000-00-00,W
bowento01,Tom,Tommie,Lee,Bowens,NULL,NULL,Jr.,Tom,F-C,0,0,79.5,220,Grambling,NULL,1940-07-07,Okolona,MS,USA,NULL,NULL,NULL,NULL,0000-00-00,B
bowerha01,NULL,Harold,NULL,Bowers,NULL,NULL,NULL,NULL,G,0,0,70,165,Earlham,NULL,0000-00-00,"(ht) Knightstown",IN,USA,NULL,NULL,NULL,NULL,0000-00-00,W
bowerje01,Jeff,Jeff,NULL,Bower,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0000-00-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00,NULL
bowiean01,Anthony,Anthony,Lee,Bowie,NULL,NULL,NULL,"A.B., Boo",G-F,0,0,78,190,Oklahoma,"Seminole JC",1963-11-09,Tulsa,OK,USA,"East Central",Tulsa,OK,USA,0000-00-00,B
bowiesa01,Sam,Samuel,Paul,Bowie,NULL,NULL,NULL,Sam,C-F,0,0,85,235,Kentucky,NULL,1961-03-17,Lebanon,PA,USA,Lebanon,Lebanon,PA,USA,0000-00-00,B
bowlior01,Orbie,Orbie,Lee,Bowling,NULL,NULL,NULL,"Orb, Gomer",C,0,0,82,215,Tennessee,NULL,1939-03-21,NULL,KY,USA,"Sandy Hook","Sandy Hook",TN,USA,0000-00-00,W
bowmaar01,NULL,Art,NULL,Bowman,NULL,NULL,NULL,NULL,G,0,0,0,0,"St. Joseph's (IN)",NULL,0000-00-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00,W
bowmair01,Ira,Ira,NULL,Bowman,NULL,NULL,NULL,NULL,G,0,0,77,195,Pennsylvania,Providence,1973-06-11,Newark,NJ,USA,"Seton Hall Prep","West Orange",NJ,USA,0000-00-00,B
bowmana01,Nate,Nathaniel,NULL,Bowman,NULL,NULL,NULL,"Nate, The Snake, Nate the Skate",C,0,0,82,230,"Wichita State",NULL,1943-03-19,"Fort Worth",TX,USA,Kirkpatrick,"Fort Worth",TX,USA,1984-12-11,B
boycedo01,Donnie,Donald,Nathaniel,Boyce,NULL,NULL,NULL,"Donny, Donnie",G,0,0,77,195,Colorado,NULL,1973-09-02,Chicago,IL,USA,"Proviso East",Maywood,IL,USA,0000-00-00,B
boydde01,Dennis,Dennis,NULL,Boyd,NULL,NULL,NULL,NULL,G,0,0,73,175,Detroit,NULL,1954-05-21,Portsmouth,VA,USA,Roosevelt,"New York",NY,USA,0000-00-00,B
boydfr01,Freddie,Fred,L.,Boyd,NULL,NULL,NULL,Freddie,G,0,0,74,180,"Oregon State",NULL,1950-06-13,Bakersfield,CA,USA,"East Bakersfield",Bakersfield,CA,USA,0000-00-00,B
boydke01,Ken,Ken,NULL,Boyd,NULL,NULL,NULL,NULL,F,0,0,77,195,"Boston University",NULL,1952-03-25,Frederick,MD,USA,Frederick,Frederick,MD,USA,0000-00-00,B
boykiea01,Earl,Earl,Antoine,Boykins,NULL,NULL,NULL,NULL,G,0,0,65,133,"Eastern Michigan",NULL,1976-06-02,Cleveland,OH,USA,"Central Catholic",Cleveland,OH,USA,0000-00-00,B
boykoha01,Harry,Harry,J.,Boykoff,NULL,NULL,NULL,"Big Hesh, Heshie, Big Boy",C,0,0,81.5,225,"St. John's (NY)",NULL,1922-07-24,Brooklyn,NY,USA,"Thomas Jefferson",Brooklyn,NY,USA,2001-02-20,W
boylaji01,Jim,Jim,NULL,Boylan,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0000-00-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00,NULL
boynewi01,Winford,Winford,Gladstone,Boynes,NULL,NULL,III,NULL,G-F,0,0,78,185,"San Francisco",NULL,1957-05-17,Greenville,SC,USA,"Capitol Hill","Oklahoma City",OK,USA,0000-00-00,B
bozemce01,Cedric,Cedric,R.,Bozeman,NULL,NULL,NULL,Ced,G,0,0,78,207,UCLA,NULL,1983-03-07,"Los Angeles",CA,USA,"Mater Dei","Santa Ana",CA,USA,0000-00-00,B
bracest01,Steve,Stephen,Henry,Bracey,NULL,NULL,NULL,Steve,G,0,0,73,175,Tulsa,"Kilgore JC",1950-08-01,Brooklyn,NY,USA,Midwood,Brooklyn,NY,USA,0000-00-00,B
brackcr01,Craig,Craig,Lee,Brackins,NULL,NULL,NULL,NULL,F,0,0,82,230,"Iowa State",NULL,1987-10-09,Lancaster,CA,USA,"Palmdale (DNP) / Boys to Men Acad / Brewster Acad","Palmdale / Chicago / Wolfeboro","CA / IL/ NH",USA,0000-00-00,B
braddga01,Gary,Gary,Lee,Bradds,NULL,NULL,NULL,Tex,F,0,0,80,210,"Ohio State",Kentucky?,1942-07-26,Jamestown,OH,USA,Greenview,Greenview,OH,USA,1983-07-15,W
bradlal01,Alonzo,Alonzo,NULL,Bradley,NULL,NULL,NULL,NULL,F,0,0,78,190,"Texas Southern","Utica JC",1953-10-16,Utica,MS,USA,"Hinds County Agricultural",Utica,MS,USA,0000-00-00,B
bradlal02,Alex,Alex,NULL,Bradley,NULL,NULL,III,NULL,F,0,0,78,215,Villanova,NULL,1959-10-30,Bradenton,FL,USA,"Long Branch","Long Branch",NJ,USA,0000-00-00,B
bradlav01,Avery,Avery,Antonio,Bradley,NULL,NULL,Jr.,NULL,G,0,0,74,180,Texas,NULL,1990-11-26,"Castle AFB, Merced",CA,USA,"Bellarmine Prep / Findlay College Prep","Tacoma / Henderson","WA / NV",USA,0000-00-00,B
bradlbi01,Bill,William,Warren,Bradley,NULL,NULL,NULL,"Bill, Dollar Bill",F-G,0,0,77,205,Princeton,Oxford,1943-07-28,"Crystal City",MO,USA,"Crystal City","Crystal City",MO,USA,0000-00-00,W
bradlbi02,Bill,William,C.,Bradley,NULL,NULL,NULL,Bill,G,0,0,71,165,"Tennessee State",Evansville,1941-06-16,NULL,NULL,NULL,Central,Louisville,KY,USA,2002-06-05,B
bradlch01,Charles,Charles,Warnell,Bradley,NULL,NULL,NULL,NULL,G,0,0,77,215,Wyoming,NULL,1959-05-16,"Havre De Grace",MD,USA,Edgewood,Edgewood,MD,USA,0000-00-00,B
bradldu01,Dudley,Dudley,Leroy,Bradley,NULL,NULL,NULL,NULL,G-F,0,0,78,195,"North Carolina",NULL,1957-03-19,Baltimore,MD,USA,Edgewood,Edgewood,MD,USA,0000-00-00,B
bradlji01,Jim,James,Arthur,Bradley,NULL,NULL,NULL,Jim,F,0,0,80,215,"Northern Illinois",NULL,1952-03-16,"East Chicago",IN,USA,Roosevelt,"East Chicago",IN,USA,1982-02-20,B
bradljo01,Joe,Joseph,L.,Bradley,NULL,NULL,NULL,Joe,G,0,0,75,170,"Oklahoma A&M",NULL,1928-09-24,Washington,OK,USA,Cowden,Cowden,OK,USA,1987-06-05,W
bradlmi01,Michael,Michael,Thomas,Bradley,NULL,NULL,NULL,NULL,F,0,0,81,225,Villanova,Kentucky,1979-04-18,Worcester,MA,USA,Burncoat,Worcester,MA,USA,0000-00-00,W
bradlsh01,Shawn,Shawn,Paul,Bradley,NULL,NULL,NULL,NULL,C,0,0,89,235,"Brigham Young",NULL,1972-03-22,Landstuhl,NULL,GER,"Emery County","Castle Dale",UT,USA,0000-00-00,W
bradtma01,Mark,Mark,Robert,Bradtke,NULL,NULL,NULL,Hoges,C-F,0,0,82,265,none,NULL,1968-09-27,Adelaide,NULL,AUS,Redcliffe,Redcliffe,NULL,AUS,0000-00-00,W
braggma01,Marques,Marques,NULL,Bragg,NULL,NULL,NULL,NULL,F,0,0,80,230,Providence,NULL,1970-03-24,"East Orange",NJ,USA,"Clifford J. Scott","East Orange",NJ,USA,0000-00-00,B
braggto01,Torraye,Torraye,NULL,Braggs,NULL,NULL,NULL,NULL,F,0,0,79,237,"Xavier (OH)","San Jose CC",1976-05-15,Fresno,CA,USA,Edison,Fresno,CA,USA,0000-00-00,B
bramlaj01,A.J.,Aaron,Jordan,Bramlett,NULL,NULL,NULL,A.J.,C,0,0,82,227,Arizona,NULL,1977-01-10,DeKalb,IL,USA,"La Cueva",Albuquerque,NM,USA,0000-00-00,W
brancad01,Adrian,Adrian,Francis,Branch,NULL,NULL,NULL,NULL,F-G,0,0,79,185,Maryland,NULL,1963-11-17,Washington,DC,USA,"DeMatha Catholic",Hyattsville,MD,USA,0000-00-00,B
brandel01,Elton,Elton,Tyron,Brand,NULL,NULL,NULL,NULL,F-C,0,0,80,260,Duke,NULL,1979-03-11,Cortland,NY,USA,Peekskill,Peekskill,NY,USA,0000-00-00,B
brandte01,Terrell,Thomas,Terrell,Brandon,NULL,NULL,NULL,"Terrell, Tee Bee",G,0,0,71,173,Oregon,NULL,1970-05-20,Portland,OR,USA,Grant,Portland,OR,USA,0000-00-00,B
brannbo01,Bob,Robert,Warren,Brannum,NULL,NULL,NULL,"Bob, Beeb, The Tank",F-C,0,0,77,205,"Michigan State",Kentucky,1926-05-28,Winfield,KS,USA,Winfield,Winfield,KS,USA,2005-02-05,W
